,Recency,Frequency,AOV,PredictedLTV,Segment
3196,10,3,500.46000000000004,1492.4448,Mid-High
3197,189,1,611.85,626.4542,Mid-Low
3198,4,11,220.65272727272725,2474.213,High
3199,284,1,34.0,33.962616,Low
3200,263,2,572.8,1149.3483,Mid-High
3201,21,11,507.32727272727277,5506.8804,High
3202,38,3,159.36333333333334,479.96268,Mid-Low
3203,250,1,380.39,380.9537,Mid-Low
3204,48,5,154.02,727.64545,Mid-High
3205,23,5,449.36199999999997,2244.2268,High
3206,47,1,171.59,182.44792,Low
3207,58,4,165.38,675.24133,Mid-High
3208,47,10,156.651,1547.3271,Mid-High
3209,50,1,388.28,388.22943,Mid-Low
3210,70,2,113.175,224.63222,Low
3211,64,2,122.97,250.22925,Low
3212,5,20,483.633,9582.945,High
3213,90,2,212.595,436.0982,Mid-Low
3214,362,1,311.25,309.06268,Mid-Low
3215,8,12,186.36666666666667,2234.6587,High
3216,10,1,107.6,102.74139,Low
3217,113,2,298.74,593.27545,Mid-Low
3218,6,5,273.22400000000005,1355.28,Mid-High
3219,19,7,245.96857142857144,1730.1908,High
3220,272,2,55.190000000000005,102.64454,Low
3221,47,1,243.84,242.4331,Low
3222,1,9,124.67222222222222,1138.479,Mid-High
3223,355,1,414.88,416.75525,Mid-Low
3224,79,1,305.62,304.90366,Low
3225,1,1,1201.49,962.4277,Mid-High
3226,153,4,404.9325,1605.5265,High
3227,55,1,332.3,332.26364,Mid-Low
3228,13,3,178.99666666666667,542.8869,Mid-Low
3229,164,2,230.295,471.0983,Mid-Low
3230,93,4,200.3725,809.3869,Mid-High
3231,133,3,373.8633333333333,1121.2701,Mid-High
3232,89,2,144.21,278.67773,Low
3233,13,5,182.93800000000002,919.5197,Mid-High
3234,182,1,309.54,308.3234,Mid-Low
3235,7,1,314.77,309.31232,Mid-Low
3236,351,1,479.35,481.71313,Mid-Low
3237,40,9,171.60444444444445,1534.3967,Mid-High
3238,4,21,309.95714285714286,6503.829,High
3239,93,4,104.265,384.83203,Mid-Low
3240,23,8,173.4275,1387.8828,Mid-High
3241,1,11,304.50636363636363,3385.5955,High
3242,86,1,497.61,491.85522,Mid-Low
3243,217,1,358.38,356.6065,Mid-Low
3244,6,2,230.32,473.4628,Mid-Low
3245,29,2,387.59000000000003,774.87164,Mid-High
3246,41,1,341.7,338.73077,Mid-Low
3247,83,2,64.25,140.3308,Low
3248,147,1,197.22,195.34416,Low
3249,29,1,325.91,328.26334,Mid-Low
3250,174,3,66.38333333333334,231.00441,Low
3251,250,3,223.76333333333332,674.133,Mid-High
3252,218,1,413.46,416.75525,Mid-Low
3253,118,2,90.425,187.0903,Low
3254,30,2,125.935,250.22925,Low
3255,21,11,288.2709090909091,3180.4368,High
3256,187,2,294.425,591.85706,Mid-Low
3257,12,32,492.3084375,16190.978,High
3258,27,6,311.63666666666666,1821.1556,High
3259,91,3,421.3966666666667,1319.2257,Mid-High
3260,33,16,637.285625,10253.881,High
3261,40,1,214.32,211.0934,Low
3262,33,1,193.44,193.1729,Low
3263,43,1,281.42,285.30475,Low
3264,177,1,124.57,121.28946,Low
3265,324,1,332.41,331.7072,Mid-Low
3266,33,2,119.72999999999999,250.22925,Low
3267,166,1,113.06,107.877205,Low
3268,14,2,164.2,313.92972,Mid-Low
3269,5,1,35.400000000000006,35.731647,Low
3270,359,1,375.69000000000005,380.0038,Mid-Low
3271,135,2,373.905,763.9857,Mid-High
3272,50,2,86.88,164.23796,Low
3273,21,2,251.4,494.82523,Mid-Low
3274,131,3,69.24666666666666,231.00441,Low
3275,13,4,206.355,831.6798,Mid-High
3276,12,6,468.72333333333336,2802.957,High
3277,67,3,226.67333333333332,676.9627,Mid-High
3278,52,5,1053.758,5279.263,High
3279,57,5,419.10600000000005,2109.454,High
3280,2,6,142.28666666666666,867.31055,Mid-High
3281,74,1,13.3,13.577869,Low
3282,21,7,217.01142857142855,1523.6719,Mid-High
3283,57,1,432.0,432.3484,Mid-Low
3284,57,3,235.04,713.53485,Mid-High
3285,177,2,138.365,272.38275,Low
3286,28,2,214.92000000000002,443.3646,Mid-Low
3287,5,3,157.17,471.33005,Mid-Low
3288,25,1,194.88,195.10223,Low
3289,185,3,526.2233333333334,1568.2389,Mid-High
3290,26,4,173.4375,694.40265,Mid-High
3291,5,3,130.20666666666668,396.4323,Mid-Low
3292,357,1,145.93,151.41983,Low
3293,55,1,219.14,221.62938,Low
3294,289,2,144.89,278.36514,Low
3295,16,3,169.60333333333332,493.02798,Mid-Low
3296,9,5,193.996,992.1438,Mid-High
3297,7,3,295.7033333333333,878.042,Mid-High
3298,106,1,1706.88,1699.6267,High
3299,19,1,373.24,368.50244,Mid-Low
3300,19,15,227.01666666666668,3380.0461,High
3301,9,6,461.28833333333336,2784.761,High
3302,72,4,144.9425,583.7783,Mid-Low
3303,19,5,196.32999999999998,991.78174,Mid-High
3304,62,1,379.14,380.56024,Mid-Low
3305,42,6,193.27833333333334,1179.3892,Mid-High
3306,19,11,234.12545454545455,2555.9175,High
3307,280,1,113.44,108.9808,Low
3308,26,1,208.46,206.55194,Low
3309,34,5,102.4,518.8473,Mid-Low
3310,14,2,288.13,578.38544,Mid-Low
3311,267,1,391.52,388.30847,Mid-Low
3312,40,6,178.13666666666666,1084.3839,Mid-High
3313,146,11,236.04090909090908,2603.866,High
3314,51,1,169.79,177.51532,Low
3315,2,19,381.4531578947368,7242.1006,High
3316,11,3,282.25,815.6498,Mid-High
3317,361,1,230.25,223.55463,Low
3318,106,3,181.01666666666665,543.98096,Mid-Low
3319,70,17,167.50588235294117,2850.6345,High
3320,7,6,181.57500000000002,1107.8175,Mid-High
3321,16,3,126.85000000000001,388.82904,Mid-Low
3322,9,20,209.63899999999998,4189.837,High
3323,43,1,161.94,161.02321,Low
3324,229,1,224.73,222.09343,Low
3325,45,2,475.46500000000003,948.8231,Mid-High
3326,16,1,262.68,258.9529,Low
3327,170,3,803.5833333333334,2434.713,High
3328,42,3,1016.6266666666667,3197.615,High
3329,3,9,213.39888888888888,1868.8032,High
3330,202,3,272.24333333333334,808.64575,Mid-High
3331,12,19,228.71052631578948,4352.5454,High
3332,226,1,406.48,420.3974,Mid-Low
3333,129,3,145.00666666666666,463.99362,Mid-Low
3334,31,5,240.846,1221.1178,Mid-High
3335,47,3,392.8533333333333,1226.1979,Mid-High
3336,125,3,425.9166666666667,1316.5743,Mid-High
3337,99,2,83.805,164.06004,Low
3338,20,1,20.8,19.258806,Low
3339,7,7,243.42285714285714,1736.5211,High
3340,175,4,129.6675,507.59622,Mid-Low
3341,8,1,308.74,317.91904,Mid-Low
3342,229,2,208.32,430.3706,Mid-Low
3343,77,1,117.35000000000001,110.4152,Low
3344,29,3,169.01666666666668,489.03293,Mid-Low
3345,106,1,234.17,238.49579,Low
3346,177,1,110.55000000000001,107.22698,Low
3347,217,1,201.19,200.30296,Low
3348,6,6,294.8616666666666,1765.323,High
3349,179,1,319.02,319.765,Mid-Low
3350,98,1,253.31,249.73518,Low
3351,29,3,216.8033333333333,642.56006,Mid-Low
3352,28,1,357.21,364.88486,Mid-Low
3353,257,1,251.51999999999998,249.42259,Low
3354,68,1,344.33,338.73077,Mid-Low
3355,7,5,324.052,1626.0,High
3356,245,2,539.48,1090.8967,Mid-High
3357,51,1,384.06,386.30844,Mid-Low
3358,3,7,275.89285714285717,1976.2339,High
3359,78,2,2240.675,4508.2354,High
3360,7,10,546.412,5401.3677,High
3361,20,2,936.6,1925.3315,High
3362,32,6,232.18666666666664,1337.8192,Mid-High
3363,5,5,218.73000000000002,1058.6584,Mid-High
3364,209,1,179.0,182.40863,Low
3365,1,5,322.86199999999997,1621.0579,High
3366,20,6,242.82666666666668,1435.378,Mid-High
3367,278,3,234.0,712.9784,Mid-High
3368,140,4,73.75,318.60916,Mid-Low
3369,13,2,242.41,491.42398,Mid-Low
3370,12,10,358.18899999999996,3642.208,High
3371,76,3,497.91,1496.7316,Mid-High
3372,36,2,706.47,1362.6685,Mid-High
3373,8,3,178.24,543.41235,Mid-Low
3374,41,6,148.3216666666667,891.798,Mid-High
3375,8,1,195.36,194.0595,Low
3376,20,1,270.9,274.32034,Low
3377,22,2,177.53,348.90646,Mid-Low
3378,19,3,614.1866666666666,1805.9156,High
3379,6,18,415.2911111111111,7370.4478,High
3380,31,2,460.05,922.37036,Mid-High
3381,1,4,318.1525,1287.1302,Mid-High
3382,21,1,71.0,65.58817,Low
3383,35,3,31.95,83.271614,Low
3384,51,3,119.25666666666666,378.84488,Mid-Low
3385,175,2,77.41499999999999,155.64708,Low
3386,69,6,148.38166666666666,894.9607,Mid-High
3387,101,2,358.0,725.4332,Mid-High
3388,54,1,146.87,151.91034,Low
3389,2,2,190.175,377.7932,Mid-Low
3390,76,3,343.38000000000005,1028.2051,Mid-High
3391,6,3,248.50666666666666,729.9645,Mid-High
3392,236,2,216.76500000000001,439.94128,Mid-Low
3393,78,1,1267.32,1278.7472,Mid-High
3394,20,1,112.4,105.41547,Low
3395,128,1,449.73,454.48065,Mid-Low
3396,17,3,360.5233333333333,1072.1643,Mid-High
3397,111,4,230.70499999999998,911.6808,Mid-High
3398,22,4,433.795,1710.0503,High
3399,15,1,948.48,957.2775,Mid-High
3400,103,3,113.14666666666666,345.43616,Mid-Low
3401,147,1,642.02,647.49426,Mid-Low
3402,75,3,366.9666666666667,1104.9683,Mid-High
3403,108,3,308.45,908.337,Mid-High
3404,11,8,657.9975000000001,4945.525,High
3405,86,6,538.14,3226.7341,High
3406,184,1,247.14000000000001,246.3105,Low
3407,18,1,413.75,411.5331,Mid-Low
3408,121,1,498.48,492.9246,Mid-Low
3409,18,5,271.26599999999996,1336.316,Mid-High
3410,72,3,393.2966666666667,1226.1979,Mid-High
3411,20,5,619.008,3208.2952,High
3412,256,1,234.24,238.49579,Low
3413,64,11,475.65727272727275,5254.4844,High
3414,304,4,134.5925,533.4784,Mid-Low
3415,11,7,208.73428571428573,1510.071,Mid-High
3416,49,3,286.45,874.4122,Mid-High
3417,2,21,216.76857142857145,4549.5596,High
3418,18,9,301.0777777777778,2784.7036,High
3419,104,1,312.14,320.10324,Mid-Low
3420,18,9,269.89222222222224,2422.0625,High
3421,8,4,361.5225,1420.5442,Mid-High
3422,8,4,208.53,832.20526,Mid-High
3423,26,3,280.35999999999996,823.26373,Mid-High
3424,26,2,189.1,378.19757,Mid-Low
3425,68,1,118.80000000000001,110.2865,Low
3426,12,2,143.81,277.2711,Low
3427,15,2,145.08,304.63644,Low
3428,23,2,1001.925,2002.4951,High
3429,99,3,468.5933333333333,1426.7445,Mid-High
3430,25,2,1474.875,3013.2112,High
3431,113,5,313.33000000000004,1554.3591,Mid-High
3432,14,5,318.044,1616.9587,High
3433,18,4,497.7525,1980.9775,High
3434,42,6,303.3183333333333,1807.2,High
3435,22,8,422.12,3328.9219,High
3436,40,4,444.445,1741.5614,High
3437,312,1,302.0,302.15213,Low
3438,13,3,441.3866666666667,1332.9569,Mid-High
3439,5,4,255.5325,1034.6826,Mid-High
3440,90,6,106.58833333333332,643.11694,Mid-Low
3441,8,2,485.87,976.07275,Mid-High
3442,20,3,456.91,1390.9131,Mid-High
3443,252,1,25.5,31.400103,Low
3444,149,2,332.89,656.49677,Mid-Low
3445,23,6,1802.5716666666667,10793.264,High
3446,19,6,147.50666666666666,902.79974,Mid-High
3447,155,1,163.29999999999998,160.5327,Low
3448,37,1,248.61,246.86691,Low
3449,23,7,102.53285714285714,718.19305,Mid-High
3450,173,2,306.41,609.78174,Mid-Low
3451,278,1,116.19999999999999,109.79598,Low
3452,308,1,157.02,158.08684,Low
3453,50,1,547.25,553.5382,Mid-Low
3454,223,1,307.46,307.10635,Mid-Low
3455,109,1,138.32,137.42538,Low
3456,152,1,345.29999999999995,338.17435,Mid-Low
3457,175,1,298.89,297.16922,Low
3458,40,1,259.35,252.44966,Low
3459,142,5,200.95,1005.1062,Mid-High
3460,325,1,157.09,158.08684,Low
3461,23,4,348.96000000000004,1390.8278,Mid-High
3462,6,7,698.8914285714287,4829.1294,High
3463,97,2,212.5,435.8714,Mid-Low
3464,6,7,162.81857142857143,1151.6736,Mid-High
3465,266,1,380.5,380.9537,Mid-Low
3466,6,12,889.0391666666666,10741.879,High
3467,237,1,465.32,462.71683,Mid-Low
3468,229,1,579.0,585.43823,Mid-Low
3469,75,1,595.89,603.9281,Mid-Low
3470,96,3,249.92666666666665,730.2513,Mid-High
3471,13,4,428.6475,1708.3435,High
3472,42,1,124.88,121.779976,Low
3473,185,3,563.1666666666666,1666.8457,High
3474,14,1,213.78,209.50874,Low
3475,65,1,329.34,330.2453,Mid-Low
3476,8,2,125.85000000000001,249.17001,Low
3477,166,1,161.46,160.5327,Low
3478,22,3,422.3233333333333,1310.674,Mid-High
3479,12,3,512.96,1502.2173,Mid-High
3480,21,6,586.3383333333334,3431.999,High
3481,19,10,171.546,1750.7941,High
3482,12,2,146.55,302.46066,Low
3483,23,7,352.4785714285714,2434.0942,High
3484,274,1,158.68,160.5327,Low
3485,29,2,103.17,200.80786,Low
3486,48,2,417.89,792.20044,Mid-High
3487,279,1,224.91,222.09343,Low
3488,69,1,317.76,317.548,Mid-Low
3489,5,6,481.25,2951.7688,High
3490,208,1,59.9,59.472668,Low
3491,34,4,360.9225,1435.1733,Mid-High
3492,192,1,306.13,307.10635,Mid-Low
3493,168,3,237.26333333333332,712.9784,Mid-High
3494,46,4,199.0075,807.2261,Mid-High
3495,47,2,119.96000000000001,250.22925,Low
3496,12,5,526.706,2649.9404,High
3497,37,2,72.0,146.36963,Low
3498,217,1,203.95,201.92522,Low
3499,1,7,353.4614285714286,2452.7803,High
3500,96,2,192.20000000000002,375.4623,Mid-Low
3501,49,2,222.37,469.38147,Mid-Low
3502,18,7,299.30428571428575,2078.7568,High
3503,26,7,242.7571428571429,1730.008,High
3504,264,2,131.31,256.2469,Low
3505,20,1,1013.01,1030.527,Mid-High
3506,14,3,230.74,677.35956,Mid-High
3507,44,1,342.63,338.73077,Mid-Low
3508,26,6,593.975,3479.1467,High
3509,165,4,391.14,1527.618,Mid-High
3510,44,1,384.08,386.30844,Mid-Low
3511,43,1,204.24,202.48163,Low
3512,17,8,289.65250000000003,2273.431,High
3513,243,1,226.85,223.55463,Low
3514,30,7,397.31857142857143,2718.9316,High
3515,50,6,178.1866666666667,1088.6775,Mid-High
3516,224,1,113.5,108.9808,Low
3517,1,9,205.7811111111111,1855.6886,High
3518,22,1,114.23,106.85413,Low
3519,14,14,228.44642857142858,3202.0947,High
3520,26,1,132.28,140.4732,Low
3521,55,1,354.15,354.0898,Mid-Low
3522,300,2,213.395,435.5588,Mid-Low
3523,299,1,393.49,403.3193,Mid-Low
3524,9,6,156.55333333333334,909.80615,Mid-High
3525,6,8,238.26125,1891.0667,High
3526,86,2,159.38,314.70364,Mid-Low
3527,254,8,454.80125,3444.3062,High
3528,2,10,317.432,3208.4753,High
3529,5,1,208.04,205.80266,Low
3530,25,1,190.88,194.63364,Low
3531,173,1,149.89000000000001,153.49344,Low
3532,15,2,275.03,572.81836,Mid-Low
3533,3,6,152.68833333333333,914.46765,Mid-High
3534,1,2,157.345,312.94684,Mid-Low
3535,8,15,206.9453333333333,3030.98,High
3536,303,1,382.5,383.0781,Mid-Low
3537,98,2,567.52,1149.6608,Mid-High
3538,5,24,322.5529166666667,7596.412,High
3539,43,1,954.9,946.6976,Mid-High
3540,195,1,171.45,181.95741,Low
3541,5,1,282.19,287.11282,Low
3542,110,1,318.65,319.765,Mid-Low
3543,251,1,162.65,160.5327,Low
3544,353,1,283.28000000000003,288.84888,Low
3545,107,2,176.93,332.3859,Mid-Low
3546,8,1,178.26,181.83992,Low
3547,5,1,170.31,179.32335,Low
3548,31,2,149.205,304.04526,Low
3549,97,2,120.0,250.05133,Low
3550,138,2,301.685,600.85443,Mid-Low
3551,42,5,250.67200000000003,1234.2651,Mid-High
3552,198,1,63.440000000000005,67.71482,Low
3553,129,2,281.45,571.67065,Mid-Low
3554,138,1,113.06,107.877205,Low
3555,117,2,158.81,310.5923,Mid-Low
3556,98,4,190.91,763.03906,Mid-High
3557,32,4,537.1575,2191.6084,High
3558,25,1,111.97999999999999,110.925026,Low
3559,218,2,532.6750000000001,1071.1542,Mid-High
3560,231,1,246.04,246.3105,Low
3561,48,1,187.82999999999998,189.94643,Low
3562,120,3,567.8033333333334,1666.8457,High
3563,50,6,275.43,1652.5162,High
3564,12,1,153.92,154.63107,Low
3565,16,7,152.01571428571427,1023.8961,Mid-High
3566,2,6,203.28166666666667,1224.9084,Mid-High
3567,22,3,314.80333333333334,940.39575,Mid-High
3568,6,1,353.03,350.3489,Mid-Low
3569,298,1,550.8000000000001,553.4529,Mid-Low
3570,20,8,210.1225,1666.1945,High
3571,19,3,185.65,546.288,Mid-Low
3572,7,1,131.78,137.77309,Low
3573,91,2,249.21,497.19858,Mid-Low
3574,2,4,167.2775,683.8012,Mid-High
3575,11,1,197.63,194.25002,Low
3576,5,5,227.12600000000003,1135.1562,Mid-High
3577,351,1,250.04,246.3105,Low
3578,1,19,454.2794736842105,8654.949,High
3579,85,1,82.75,75.89375,Low
3580,68,2,692.425,1362.6685,Mid-High
3581,129,3,214.76666666666665,642.0036,Mid-Low
3582,21,1,2328.84,2320.7908,High
3583,15,8,315.99,2585.7761,High
3584,8,37,164.92108108108107,6084.099,High
3585,36,3,866.7800000000001,2548.381,High
3586,90,3,400.2066666666667,1246.9022,Mid-High
3587,58,1,659.61,660.9362,Mid-High
3588,5,7,131.58142857142857,916.5044,Mid-High
3589,8,4,247.5575,1005.6636,Mid-High
3590,270,1,96.8,99.45371,Low
3591,4,2,261.555,514.92035,Mid-Low
3592,13,2,181.95,349.93903,Mid-Low
3593,114,1,175.2,180.56056,Low
3594,76,1,494.25,493.6097,Mid-Low
3595,292,2,153.51,308.23068,Mid-Low
3596,141,4,506.96750000000003,2008.5111,High
3597,7,8,830.49125,6779.7017,High
3598,84,2,121.68,250.35796,Low
3599,20,11,1123.0263636363636,11128.035,High
3600,147,3,260.4533333333333,753.89435,Mid-High
3601,345,1,193.64,192.68239,Low
3602,36,1,160.57,161.02321,Low
3603,5,4,134.435,531.6329,Mid-Low
3604,2,14,181.39071428571427,2545.6606,High
3605,76,1,228.96,224.23975,Low
3606,5,5,231.904,1150.2225,Mid-High
3607,169,1,110.75,107.22698,Low
3608,36,2,445.545,889.7587,Mid-High
3609,26,3,195.71666666666667,596.63824,Mid-Low
3610,119,2,870.0,1713.8762,High
3611,41,1,1393.06,1376.9813,Mid-High
3612,302,1,178.22,182.40863,Low
3613,14,2,194.07,393.49722,Mid-Low
3614,293,2,182.925,358.77264,Mid-Low
3615,1,1,127.86,123.64395,Low
3616,7,3,195.26333333333332,590.4662,Mid-Low
3617,39,3,162.73333333333332,479.96268,Mid-Low
3618,229,2,156.115,310.5923,Mid-Low
3619,5,8,473.58375,3778.39,High
3620,3,8,600.195,4869.819,High
3621,228,1,168.4,177.02481,Low
3622,13,8,239.08375,1894.577,High
3623,63,4,111.545,436.2403,Mid-Low
3624,7,3,141.29666666666665,420.3636,Mid-Low
3625,31,8,167.835,1336.323,Mid-High
3626,30,4,161.73,675.24133,Mid-High
3627,209,2,247.885,496.886,Mid-Low
3628,189,3,133.36666666666667,420.01584,Mid-Low
3629,61,2,101.6,196.81648,Low
3630,14,20,205.046,4089.8298,High
3631,1,1,404.66,415.4189,Mid-Low
3632,14,28,713.1232142857143,19946.01,High
3633,55,1,65.4,68.20534,Low
3634,9,2,168.2,321.9945,Mid-Low
3635,5,1,261.11,260.04788,Low
3636,89,5,339.468,1736.4904,High
3637,10,2,392.055,764.9337,Mid-High
3638,68,4,314.89,1247.1763,Mid-High
3639,4,31,837.3193548387096,25946.81,High
3640,154,2,254.4,502.4687,Mid-Low
3641,297,2,228.955,471.0983,Mid-Low
3642,209,1,203.86999999999998,201.92522,Low
3643,29,8,916.35,7441.2905,High
3644,12,2,348.205,712.3227,Mid-High
3645,105,3,217.79333333333332,642.0036,Mid-Low
3646,116,5,425.992,2121.4414,High
3647,20,12,195.5875,2336.463,High
3648,26,1,281.62,287.86206,Low
3649,16,14,2262.058571428571,40067.14,High
3650,63,2,441.505,887.6001,Mid-High
3651,323,3,733.4733333333334,2223.118,High
3652,153,1,32.65,31.400103,Low
3653,175,2,385.925,774.3152,Mid-High
3654,6,5,242.94400000000002,1231.2191,Mid-High
3655,2,3,259.6466666666667,763.6292,Mid-High
3656,14,6,178.61,1104.0911,Mid-High
3657,34,2,389.0,774.87164,Mid-High
3658,70,1,507.84,499.09,Mid-Low
3659,20,7,984.7742857142857,6841.9536,High
3660,32,2,231.73000000000002,473.6361,Mid-Low
3661,1,12,352.21416666666664,4130.724,High
3662,40,3,199.61,596.27155,Mid-Low
3663,6,6,329.895,2006.795,High
3664,36,2,349.205,715.3335,Mid-High
3665,9,2,379.585,772.6355,Mid-High
3666,81,4,1070.1475,4250.8105,High
3667,62,1,100.8,101.54128,Low
3668,12,27,623.75,16913.498,High
3669,118,3,174.97333333333336,501.15552,Mid-Low
3670,23,2,132.88,275.4306,Low
3671,303,1,403.3,430.01706,Mid-Low
3672,8,2,182.88,358.20404,Mid-Low
3673,78,1,303.15999999999997,304.90366,Low
3674,6,5,336.184,1736.915,High
3675,217,1,122.39999999999999,121.28946,Low
3676,244,1,388.45000000000005,387.673,Mid-Low
3677,147,3,62.14000000000001,155.58252,Low
3678,27,6,374.76,2237.8923,High
3679,210,1,534.24,518.602,Mid-Low
3680,138,3,980.0133333333333,3031.546,High
3681,167,2,60.45,131.13707,Low
3682,30,2,270.765,564.19495,Mid-Low
3683,35,6,349.195,2079.7817,High
3684,1,45,4288.630888888889,179318.95,High
3685,6,6,237.87,1446.3633,Mid-High
3686,8,2,243.35999999999999,491.94943,Mid-Low
3687,182,4,129.3825,507.59622,Mid-Low
3688,194,1,131.7,137.42538,Low
3689,355,1,249.86,246.3105,Low
3690,117,5,347.54,1750.0127,High
3691,5,1,316.5,311.26318,Mid-Low
3692,33,2,328.65,655.03485,Mid-Low
3693,84,6,103.73833333333334,629.4077,Mid-Low
3694,13,3,252.48666666666668,742.77924,Mid-High
3695,50,2,337.845,692.30707,Mid-High
3696,6,5,379.28200000000004,1911.331,High
3697,148,1,289.96000000000004,292.49127,Low
3698,69,1,460.41,455.79715,Mid-Low
3699,4,1,107.0,106.134056,Low
3700,6,5,374.194,1900.8954,High
3701,35,5,225.01399999999998,1119.7988,Mid-High
3702,181,3,236.76333333333332,712.9784,Mid-High
3703,69,1,194.37,192.54492,Low
3704,68,1,511.82,523.6659,Mid-Low
3705,6,3,361.06333333333333,1071.2407,Mid-High
3706,55,3,138.01333333333335,420.50638,Mid-Low
3707,251,1,396.87,414.09686,Mid-Low
3708,49,2,188.32,375.64026,Mid-Low
3709,54,4,330.305,1303.9371,Mid-High
3710,4,9,346.2188888888889,3061.1653,High
3711,238,1,374.57,379.24564,Mid-Low
3712,29,1,342.59000000000003,338.73077,Mid-Low
3713,349,1,271.05,276.71616,Low
3714,66,1,272.22,277.27258,Low
3715,280,1,622.88,626.1992,Mid-Low
3716,7,3,379.3333333333333,1123.6754,Mid-High
3717,211,2,144.3,278.36514,Low
3718,7,3,129.53333333333333,394.48145,Mid-Low
3719,29,1,340.43,338.73077,Mid-Low
3720,196,9,333.00333333333333,2997.4524,High
3721,152,2,572.92,1149.3483,Mid-High
3722,66,1,302.2,302.70856,Low
3723,252,2,302.79,606.8939,Mid-Low
3724,271,1,387.31,387.673,Mid-Low
3725,48,8,764.3925,6097.678,High
3726,15,1,308.48,308.25397,Mid-Low
3727,7,29,2885.6227586206896,83677.14,High
3728,19,10,292.499,2837.1877,High
3729,62,1,513.2,523.6659,Mid-Low
3730,118,1,208.65,204.51787,Low
3731,21,4,159.755,668.48,Mid-High
3732,5,5,153.616,736.7865,Mid-High
3733,299,1,153.94,155.72522,Low
3734,7,6,307.33666666666664,1818.8254,High
3735,44,1,546.81,553.5382,Mid-Low
3736,20,3,241.06999999999996,713.96356,Mid-High
3737,129,4,228.0625,896.61444,Mid-High
3738,1,4,163.185,668.2159,Mid-High
3739,351,1,145.0,151.41983,Low
3740,350,1,422.70000000000005,423.21124,Mid-Low
3741,281,3,290.93333333333334,873.8557,Mid-High
3742,44,4,234.8425,982.4882,Mid-High
3743,8,7,489.7142857142857,3490.9185,High
3744,6,9,241.0211111111111,2210.817,High
3745,180,1,296.7,296.26382,Low
3746,44,1,223.36,220.37659,Low
3747,270,1,164.4,160.5327,Low
3748,167,1,76.5,71.521126,Low
3749,20,2,448.81,882.9669,Mid-High
3750,16,1,98.42,102.254364,Low
3751,15,2,289.45,580.5613,Mid-Low
3752,260,1,170.75,177.02481,Low
3753,33,3,215.32000000000002,642.56006,Mid-Low
3754,224,1,103.3,103.34162,Low
3755,14,2,74.43,146.7075,Low
3756,187,3,89.05333333333334,280.59076,Low
3757,349,1,306.84,307.10635,Mid-Low
3758,50,4,232.6025,912.23724,Mid-High
3759,120,1,1487.6,1505.7676,Mid-High
3760,7,4,428.5375,1710.6288,High
3761,10,2,241.63,491.42398,Mid-Low
3762,196,1,157.9,160.5327,Low
3763,4,3,180.48666666666668,546.2796,Mid-Low
3764,85,4,213.7375,849.17725,Mid-High
3765,9,1,167.62,174.92519,Low
3766,4,7,160.34,1128.1128,Mid-High
3767,14,3,151.33666666666667,462.89957,Mid-Low
3768,15,1,414.26,415.07654,Mid-Low
3769,47,7,559.0685714285714,3959.184,High
3770,322,1,344.14,339.25656,Mid-Low
3771,40,4,374.6275,1480.4569,Mid-High
3772,61,4,56.68750000000001,216.27596,Low
3773,19,3,126.86666666666667,385.1637,Mid-Low
3774,233,1,185.65,187.0205,Low
3775,28,18,179.31555555555553,3248.0615,High
3776,208,1,143.45999999999998,139.51137,Low
3777,128,2,135.43,272.38275,Low
3778,243,3,71.90666666666667,236.05238,Low
3779,23,22,457.28909090909093,10075.747,High
3780,226,1,175.27,180.56056,Low
3781,117,1,749.45,768.9047,Mid-High
3782,99,4,283.2675,1138.7457,Mid-High
3783,90,3,413.40000000000003,1235.4484,Mid-High
3784,50,4,601.0425,2334.8733,High
3785,7,2,579.145,1179.1904,Mid-High
3786,63,7,317.9957142857143,2268.6575,High
3787,82,4,812.285,3259.2808,High
3788,75,2,496.59,995.11615,Mid-High
3789,2,2,194.395,407.28967,Mid-Low
3790,13,7,403.98999999999995,2751.9834,High
3791,204,1,2044.3700000000001,2000.7412,High
3792,8,1,161.67000000000002,159.96399,Low
3793,229,1,116.00999999999999,109.79598,Low
3794,13,5,802.856,3996.7239,High
3795,68,1,394.72,414.6533,Mid-Low
3796,207,2,154.68,310.5923,Mid-Low
3797,23,2,96.71,197.07632,Low
3798,31,5,222.44400000000002,1116.0446,Mid-High
3799,21,13,282.93615384615384,3624.8713,High
3800,43,6,341.4083333333333,2059.4502,High
3801,13,14,325.65357142857147,4608.0977,High
3802,47,1,390.07,388.8649,Mid-Low
3803,120,3,109.86666666666667,334.63254,Mid-Low
3804,164,3,190.39999999999998,565.1268,Mid-Low
3805,238,2,333.39,656.49677,Mid-Low
3806,302,1,218.52,210.53699,Low
3807,50,1,81.44,75.76505,Low
3808,11,3,459.9666666666667,1391.2379,Mid-High
3809,23,1,527.0500000000001,520.6261,Mid-Low
3810,5,2,421.74,862.1307,Mid-High
3811,8,4,511.75,2056.8777,High
3812,71,1,75.75,72.01164,Low
3813,8,7,210.66714285714286,1515.9978,Mid-High
3814,160,2,251.79999999999998,499.99805,Mid-Low
3815,127,2,208.25,430.3706,Mid-Low
3816,21,4,331.21,1293.2659,Mid-High
3817,26,9,262.4411111111111,2342.4492,High
3818,9,1,285.56,284.2334,Low
3819,21,2,273.53000000000003,561.57776,Mid-Low
